1	8	35	1657	
2	9	36	961	
3	2	29	1784	
4	9	36	1173	
5	6	34	1806	
6	1	33	1800	
7	3	NaN	NaN	
8	5	32	1417	
9	9	36	1055	
10	9	36	789	
11	2	29	1707	
12	9	36	1256	
13	9	36	934	
14	5	32	928	
15	8	35	1186	
16	2	30	2010	
17	4	31	1733	
18	9	36	1992	
19	8	35	1081	
20	9	36	759	
21	6	NaN	NaN	
22	1	28	1491	
23	8	35	1494	
24	9	36	958	
25	7	NaN	NaN	
26	7	34	1794	
27	7	34	997	
28	4	NaN	NaN	
29	6	NaN	NaN	
30	2	29	1397	
