1	9	36	880	
2	7	NaN	NaN	
3	7	34	1202	
4	7	34	1381	
5	4	31	1864	
6	6	34	1718	
7	2	29	1937	
8	7	34	2005	
9	1	28	1563	
10	3	NaN	NaN	
11	1	28	950	
12	1	28	769	
13	8	28	697	
14	7	34	1762	
15	3	30	1634	
16	9	36	1308	
17	1	28	1121	
18	4	31	1355	
19	4	31	1083	
20	7	34	1612	
21	8	35	852	
22	2	29	1161	
23	5	31	1134	
24	5	32	833	
25	6	33	1960	
26	7	NaN	NaN	
27	7	34	1463	
28	3	30	1357	
29	7	35	1680	
30	6	NaN	NaN	
